new_id, ''casrn'', ''iupac name'', ''smiles'', ''inchi'', ''inchi key'', ''mol formula'',mol weight,logP,Net charge,#H-bond donors,#H-bond acceptors,#Rotatable bonds,Rings,TPSA,Hetero atoms,#Heavy atoms,#Aromatic heavy atoms, ''Melting Point'', ''Boiling point @ 760.00 mm Hg'', ''VaporPressuremmHg@25.00'', ''Vapor Density ( Air = 1 )'',Fraction Csp3,MR,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l), ''ESOL Class'',Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l), ''Ali Class'',Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l), ''Silicos-IT class'', ''GI absorption'',BBB permeant,Pgp substrate,log Kp (cm/s),Bioavailability Score,Caco02,Human Intestinal Absorption,Plasma protein binding
764, ''1122-62-9'', ''1-pyridin-2-ylethanone'', ''CC(=O)C1=CC=CC=N1''," ''1S/C7H7NO/c1-6(9)7-4-2-3-5-8-7/h2-5H,1H3''", ''AJKVQEKCUACUMD-UHFFFAOYSA-N'', ''C7H7NO'',121.14,1.284,0,0,2,1,1,29.96,2,9,6, ''null'', ''189.00 to 193.00'',0.481, ''null'',0.14,34.43,1.58,0.85,1.28,0.13,-1.55,3.38,0.028, ''Very soluble'',-1.06,10.5,0.09, ''Very soluble'',-2.31,0.59,0, ''Soluble'', ''High'',1,0,-6.44,0.55,1,1,0.552
765, ''1123-85-9'', ''2-phenylpropan-1-ol'', ''CC(CO)C1=CC=CC=C1''," ''1S/C9H12O/c1-8(7-10)9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3''", ''RNDNSYIPLPAXAZ-UHFFFAOYSA-N'', ''C9H12O'',136.19,1.782,0,1,1,2,1,20.23,1,10,6,-13, ''113.00 to 114.00 @ 14.00 mm Hg'',0.033, ''null'',0.33,42.18,1.95,2.44,1.78,2.19,-2.53,0.399,0.003, ''Soluble'',-2.51,0.42,0, ''Soluble'',-2.63,0.32,0, ''Soluble'', ''High'',1,0,-5.4,0.55,1,1,0.612
766, ''1124-11-4''," ''2,3,5,6-tetramethylpyrazine''", ''CC1=C(N=C(C(=N1)C)C)C'', ''1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3'', ''FINHMKGKINIASC-UHFFFAOYSA-N'', ''C8H12N2'',136.19,1.71,0,0,2,0,1,25.78,2,10,6,85,190,0.671,4.7,0.5,41.9,1.99,1.28,1.71,0.55,-1.93,1.58,0.012, ''Very soluble'',-1.42,5.17,0.04, ''Very soluble'',-3.17,0.09,0, ''Soluble'', ''High'',1,0,-6.22,0.55,0,1,0.697
767, ''1126-79-0'', ''butoxybenzene'', ''CCCCOC1=CC=CC=C1''," ''1S/C10H14O/c1-2-3-9-11-10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3''", ''YFNONBGXNFCTMM-UHFFFAOYSA-N'', ''C10H14O'',150.22,2.866,0,0,1,4,1,9.23,1,11,6,-19.4,210,0.334, ''null'',0.4,47.36,2.58,3.54,2.87,2.76,-3.14,0.109,0.001, ''Soluble'',-3.42,0.06,0, ''Soluble'',-3.72,0.03,0, ''Soluble'', ''High'',1,0,-4.7,0.55,1,1,0.947
768, ''1131-62-0''," ''1-(3,4-dimethoxyphenyl)ethanone''", ''CC(=O)C1=CC(=C(C=C1)OC)OC''," ''1S/C10H12O3/c1-7(11)8-4-5-9(12-2)10(6-8)13-3/h4-6H,1-3H3''", ''IQZLUWLMQNGTIW-UHFFFAOYSA-N'', ''C10H12O3'',180.2,1.906,0,0,3,3,1,35.53,3,13,6,51, ''286.00 to 288.00'',0.003, ''null'',0.3,49.62,2.19,1.44,1.91,1.13,-2.01,1.77,0.01, ''Soluble'',-1.79,2.91,0.02, ''Very soluble'',-2.99,0.19,0, ''Soluble'', ''High'',1,0,-6.38,0.55,1,1,0.889
769, ''1188-02-9'', ''2-methylheptanoic acid'', ''CCCCCC(C)C(=O)O''," ''1S/C8H16O2/c1-3-4-5-6-7(2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)''", ''NKBWMBRPILTCRD-UHFFFAOYSA-N'', ''C8H16O2'',144.21,2.287,-1,1,2,5,0,37.3,2,10,0,15, ''140.00 @ 30.00 mm Hg'',0.018, ''null'',0.88,42.34,1.97,2.88,2.29,1.96,-2.22,0.872,0.006, ''Soluble'',-3.32,0.07,0, ''Soluble'',-1.67,3.07,0.02, ''Soluble'', ''High'',1,0,-5.13,0.85,1,1,0.924
770, ''1191-16-8'', ''3-methylbut-2-enyl acetate'', ''CC(=CCOC(=O)C)C''," ''1S/C7H12O2/c1-6(2)4-5-9-7(3)8/h4H,5H2,1-3H3''", ''XXIKYCPRDXIMQM-UHFFFAOYSA-N'', ''C7H12O2'',128.17,1.516,0,0,2,3,0,26.3,2,9,0, ''null'', ''148.00 to 149.00'',3.987, ''null'',0.57,36.57,2.29,1.83,1.52,1.52,-1.59,3.3,0.026, ''Very soluble'',-2,1.27,0.01, ''Soluble'',-1.19,8.35,0.07, ''Soluble'', ''High'',1,0,-5.78,0.55,1,1,0.222
771, ''1191-43-1''," ''hexane-1,6-dithiol''", ''C(CCCS)CCS''," ''nChI=1S/C6H14S2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2''", ''SRZXCOWFGPICGA-UHFFFAOYSA-N'', ''C6H14S2'',150.31,2.406,0,0,0,5,0,77.6,2,8,0,-21, ''242.00 to 243.00'',0.051, ''null'',1,46.81,2.21,2.23,2.41,2.6,-1.85,2.14,0.014, ''Very soluble'',-3.49,0.05,0, ''Soluble'',-2.51,0.46,0, ''Soluble'', ''High'',1,0,-5.63,0.55,1,1,1.035
772, ''1191-62-4''," ''octane-1,8-dithiol''", ''C(CCCCS)CCCS''," ''1S/C8H18S2/c9-7-5-3-1-2-4-6-8-10/h9-10H,1-8H2''", ''PGTWZHXOSWQKCY-UHFFFAOYSA-N'', ''C8H18S2'',178.36,3.187,0,0,0,7,0,77.6,2,10,0,0.9, ''269.00 to 270.00'',0.012, ''null'',1,56.43,2.72,3.31,3.19,3.29,-2.57,0.481,0.003, ''Soluble'',-4.62,0,0, ''Moderately soluble'',-3.34,0.08,0, ''Soluble'', ''High'',1,0,-5.04,0.55,1,1,1.066
773, ''1192-58-1'', ''1-methylpyrrole-2-carbaldehyde'', ''CN1C=CC=C1C=O''," ''1S/C6H7NO/c1-7-4-2-3-6(7)5-8/h2-5H,1H3''", ''OUKQTRFCDKSEPL-UHFFFAOYSA-N'', ''C6H7NO'',109.13,0.838,0,0,1,1,1,22,2,8,5, ''null'', ''192.00 to 194.00'',0.418, ''null'',0.17,31.08,1.29,0.46,0.84,-0.18,-1.2,6.84,0.063, ''Very soluble'',-0.49,35.3,0.32, ''Very soluble'',-1.05,9.66,0.09, ''Soluble'', ''High'',1,0,-6.64,0.55,1,1,0.555
774, ''1192-62-7'', ''1-(furan-2-yl)ethanone'', ''CC(=O)C1=CC=CO1''," ''1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3''", ''IEMMBWWQXVXBEU-UHFFFAOYSA-N'', ''C6H6O2'',110.11,1.482,0,0,2,1,1,30.21,2,8,5,33, ''173.00 to 175.00'',0.772,3.7,0.17,28.9,1.65,0.52,1.48,-0.18,-1.25,6.24,0.057, ''Very soluble'',-0.73,20.7,0.19, ''Very soluble'',-1.88,1.44,0.01, ''Soluble'', ''High'',1,0,-6.6,0.55,1,1,0.615
775, ''1193-18-6'', ''3-methylcyclohex-2-en-1-one'', ''CC1=CC(=O)CCC1''," ''1S/C7H10O/c1-6-3-2-4-7(8)5-6/h5H,2-4H2,1H3''", ''IITQJMYAYSNIMI-UHFFFAOYSA-N'', ''C7H10O'',110.15,1.686,0,0,1,0,1,17.07,1,8,0,21, ''199.00 to 200.00'',0.315, ''>1'',0.57,33.38,1.75,0.81,1.69,1.24,-1.03,10.2,0.093, ''Very soluble'',-0.75,19.6,0.18, ''Very soluble'',-1.51,3.4,0.03, ''Soluble'', ''High'',1,0,-6.4,0.55,1,1,0.379
776, ''1193-79-9'', ''1-(5-methylfuran-2-yl)ethanone'', ''CC1=CC=C(O1)C(=O)C''," ''1S/C7H8O2/c1-5-3-4-7(9-5)6(2)8/h3-4H,1-2H3''", ''KEFJLCGVTHRGAH-UHFFFAOYSA-N'', ''C7H8O2'',124.14,1.791,0,0,2,1,1,30.21,2,9,5, ''null'', ''00.00 to 101.00 @ 25.00 mm Hg'',0.301, ''null'',0.29,33.87,1.93,1.4,1.79,0.17,-1.84,1.81,0.015, ''Very soluble'',-1.64,2.85,0.02, ''Very soluble'',-2.29,0.64,0.01, ''Soluble'', ''High'',1,0,-6.06,0.55,1,1,0.843
777, ''1195-79-5''," ''1,3,3-trimethylbicyclo[2.2.1]heptan-2-one''", ''CC1(C2CCC(C2)(C1=O)C)C''," ''1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3''", ''LHXDLQBQYFFVNW-UHFFFAOYSA-N'', ''C10H16O'',152.23,2.402,0,0,1,0,2,17.07,1,11,0, ''5.00 to 6.00'', ''193.00 to 194.00'',0.463, ''null'',0.9,45.64,2.21,3.52,2.4,2.3,-3,0.152,0.001, ''Soluble'',-3.56,0.04,0, ''Soluble'',-2.6,0.38,0, ''Soluble'', ''High'',1,0,-4.73,0.55,1,1,0.659
778, ''1197-01-9'', ''2-(4-methylphenyl)propan-2-ol'', ''CC1=CC=C(C=C1)C(C)(C)O''," ''1S/C10H14O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-7,11H,1-3H3''", ''XLPDVYGDNRIQFV-UHFFFAOYSA-N'', ''C10H14O'',150.22,2.222,0,1,1,1,1,20.23,1,11,6,9, ''64.00 @ 0.60 mm Hg'',0.02, ''null'',0.4,47.03,2.17,1.99,2.11,2.49,-2.36,0.652,0.004, ''Soluble'',-2.04,1.37,0.01, ''Soluble'',-3.01,0.15,0, ''Soluble'', ''High'',1,0,-5.8,0.55,1,1,0.937
779, ''1321-89-7'', ''8-methylnonanal'', ''CC(C)CCCCCCC=O''," ''1S/C10H20O/c1-10(2)8-6-4-3-5-7-9-11/h9-10H,3-8H2,1-2H3''", ''WDMOXLRWVGEXJV-UHFFFAOYSA-N'', ''C10H20O'',156.27,3.182,0,0,1,7,0,17.07,1,11,0, ''null'',169,0.29, ''null'',0.9,50.38,2.65,3.51,3.18,2.7,-2.56,0.432,0.003, ''Soluble'',-3.55,0.04,0, ''Soluble'',-3.07,0.13,0, ''Soluble'', ''High'',1,0,-4.76,0.55,1,1,1.024
780, ''127-91-3''," ''6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane''", ''CC1(C2CCC(=C)C1C2)C''," ''1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3''", ''WTARULDDTDQWMU-UHFFFAOYSA-N'', ''C10H16'',136.23,2.999,0,0,0,0,3,0,0,10,0,-61.25, ''163.00 to 166.00'',2.93, ''null'',0.8,45.22,2.59,4.16,3,4.29,-3.31,0.067,0, ''Soluble'',-3.87,0.02,0, ''Soluble'',-2.48,0.46,0, ''Soluble'', ''Low'',1,0,-4.18,0.55,1,1,0.751
781, ''1336-21-6'', ''azanium;hydroxide'', ''[NH4+].[OH-]'', ''1S/H3N.H2O/h1H3;1H2'', ''VHUUQVKOLVNVRT-UHFFFAOYSA-N'', ''H5NO'',35.05,null,null,0,0,0,null,23.06,null,2,0, ''-58 (25%)'',165,5990, ''null'',0.8,7.92,2.59,4.16,3,4.29,-3.31,0.067,0, ''Soluble'',-3.87,0.02,0, ''Soluble'',-2.48,0.46,0, ''Soluble'', ''Low'',1,0,-4.18,0.55,1,0,-0.035
782, ''1438-94-4'', ''1-(furan-2-ylmethyl)pyrrole'', ''C1=CN(C=C1)CC2=CC=CO2''," ''1S/C9H9NO/c1-2-6-10(5-1)8-9-4-3-7-11-9/h1-7H,8H2''", ''BTBFUBUCCJKJOZ-UHFFFAOYSA-N'', ''C9H9NO'',147.17,2.129,0,0,1,2,2,18.07,2,11,10, ''null'', ''77.00 to 79.00 @ 1.00 mm Hg'',0.024, ''>1'',0.11,42.45,2.18,1.36,2.13,0.69,-2.15,1.04,0.007, ''Soluble'',-1.34,6.7,0.05, ''Very soluble'',-2.9,0.19,0, ''Soluble'', ''High'',1,0,-6.23,0.55,1,1,0.522
783, ''1450-72-2'', ''1-(2-hydroxy-5-methylphenyl)ethanone'', ''CC1=CC(=C(C=C1)O)C(=O)C''," ''1S/C9H10O2/c1-6-3-4-9(11)8(5-6)7(2)10/h3-5,11H,1-2H3''", ''YNPDFBFVMJNGKZ-UHFFFAOYSA-N'', ''C9H10O2'',150.17,1.903,0,1,2,1,1,37.3,2,11,6,50,210,0.021, ''null'',0.22,43.63,1.96,2.28,1.9,1.44,-2.55,0.428,0.003, ''Soluble'',-2.7,0.3,0, ''Soluble'',-2.53,0.45,0, ''Soluble'', ''High'',1,0,-5.6,0.55,1,1,0.781
784, ''1455-21-6'', ''nonane-1-thiol'', ''CCCCCCCCCS''," ''1S/C9H20S/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3''", ''ZVEZMVFBMOOHAT-UHFFFAOYSA-N'', ''C9H20S'',160.32,3.667,0,0,0,7,0,38.8,1,10,0,-20.1, ''219.00 to 220.00'',0.172, ''null'',1,53.31,2.98,4.74,3.67,3.61,-3.36,0.07,0, ''Soluble'',-5.28,0,0, ''Moderately soluble'',-3.6,0.04,0, ''Soluble'', ''High'',1,0,-3.91,0.55,1,1,1.016
785, ''1487-49-6'', ''methyl 3-hydroxybutanoate'', ''CC(CC(=O)OC)O''," ''1S/C5H10O3/c1-4(6)3-5(7)8-2/h4,6H,3H2,1-2H3''", ''LDLDJEAVRNAEBW-UHFFFAOYSA-N'', ''C5H10O3'',118.13,-0.07,0,1,3,3,0,46.53,3,8,0, ''null'', ''158.00 to 160.00'',0.768, ''null'',0.8,28.6,1.63,-0.2,-0.07,0.01,-0.25,66.7,0.564, ''Very soluble'',-0.32,56.4,0.48, ''Very soluble'',-0.17,79.9,0.68, ''Soluble'', ''High'',0,0,-7.16,0.55,1,1,0.431
786, ''17488-65-2'', ''4-phenylbut-3-en-2-ol'', ''CC(C=CC1=CC=CC=C1)O''," ''1S/C10H12O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-9,11H,1H3''", ''ZIJWGEHOVHJHKB-UHFFFAOYSA-N'', ''C10H12O'',148.2,2.081,0,1,1,2,1,20.23,1,11,6, ''null'', ''140.00 @ 12.00 mm Hg'',0.004, ''null'',0.2,47.31,2.14,2.5,1.97,2.4,-2.61,0.368,0.002, ''Soluble'',-2.57,0.4,0, ''Soluble'',-2.33,0.7,0, ''Soluble'', ''High'',1,0,-5.43,0.55,1,1,0.495
787, ''1561-11-1'', ''4-methylhexanoic acid'', ''CCC(C)CCC(=O)O''," ''1S/C7H14O2/c1-3-6(2)4-5-7(8)9/h6H,3-5H2,1-2H3,(H,8,9)''", ''DIVCBWJKVSFZKJ-UHFFFAOYSA-N'', ''C7H14O2'',130.18,1.897,-1,1,2,4,0,37.3,2,9,0, ''null'', ''216.00 to 218.00'',0.058, ''null'',0.86,37.53,1.71,1.95,1.9,1.63,-1.61,3.18,0.025, ''Very soluble'',-2.36,0.57,0, ''Soluble'',-1.25,7.25,0.06, ''Soluble'', ''High'',1,0,-5.71,0.85,1,1,0.428
788, ''1569-69-3'', ''cyclohexanethiol'', ''C1CCC(CC1)S''," ''1S/C6H12S/c7-6-4-2-1-3-5-6/h6-7H,1-5H2''", ''CMKBCTPCXZNQKX-UHFFFAOYSA-N'', ''C6H12S'',116.22,2.249,0,0,0,0,1,38.8,1,7,0,-118, ''157.00 to 159.00'',1.3,4,1,36.77,2,2.73,2.25,2.21,-2.28,0.609,0.005, ''Soluble'',-3.2,0.07,0, ''Soluble'',-1.37,4.94,0.04, ''Soluble'', ''High'',1,0,-5.07,0.55,1,1,0.607
789, ''1599-49-1''," ''4-methyl-2-pentyl-1,3-dioxolane''", ''CCCCCC1OCC(O1)C''," ''1S/C9H18O2/c1-3-4-5-6-9-10-7-8(2)11-9/h8-9H,3-7H2,1-2H3''", ''GWMSIWCZZKMUQM-UHFFFAOYSA-N'', ''C9H18O2'',158.24,2.328,0,0,2,4,1,18.46,2,11,0, ''null'', ''182.00 to 184.00'',0.913, ''>1'',1,45.43,2.8,2.64,2.33,1.62,-2.22,0.953,0.006, ''Soluble'',-2.68,0.33,0, ''Soluble'',-2.11,1.23,0.01, ''Soluble'', ''High'',1,0,-5.39,0.55,1,1,0.729
790, ''1618-26-4'', ''bis(methylsulfanyl)methane'', ''CSCSC''," ''1S/C3H8S2/c1-4-3-5-2/h3H2,1-2H3''", ''LOCDPORVFVOGCR-UHFFFAOYSA-N'', ''C3H8S2'',108.23,1.67,0,0,0,2,0,50.6,2,5,0, ''null'', ''147.00 to 148.00'',5.714,3.7,1,31.72,1.66,1.62,1.67,1.36,-1.4,4.31,0.04, ''Very soluble'',-2.29,0.55,0.01, ''Soluble'',-1.22,6.6,0.06, ''Soluble'', ''High'',1,0,-5.81,0.55,1,1,0.411
791, ''1629-58-9'', ''pent-1-en-3-one'', ''CCC(=O)C=C''," ''1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3''", ''JLIDVCMBCGBIEY-UHFFFAOYSA-N'', ''C5H8O'',84.12,1.151,0,0,1,2,0,17.07,1,6,0, ''null'', ''38.00 @ 60.00 mm Hg'',31.087999,2.8,0.4,25.87,1.56,1.01,1.15,0.9,-0.87,11.5,0.136, ''Very soluble'',-0.96,9.27,0.11, ''Very soluble'',-0.96,9.31,0.11, ''Soluble'', ''High'',1,0,-6.1,0.55,1,1,0.187
792, ''1629-60-3'', ''hex-1-en-3-one'', ''CCCC(=O)C=C''," ''1S/C6H10O/c1-3-5-6(7)4-2/h4H,2-3,5H2,1H3''", ''JTHNLKXLWOXOQK-UHFFFAOYSA-N'', ''C6H10O'',98.14,1.542,0,0,1,3,0,17.07,1,7,0, ''null'',128,9.914, ''null'',0.5,30.68,1.8,1.37,1.54,1.28,-1.11,7.56,0.077, ''Very soluble'',-1.33,4.58,0.05, ''Very soluble'',-1.39,4.01,0.04, ''Soluble'', ''High'',1,0,-5.93,0.55,1,1,0.252
793, ''1632-73-1''," ''1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol''", ''CC1(C2CCC(C2)(C1O)C)C''," ''1S/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3''", ''IAIHUHQCLTYTSF-UHFFFAOYSA-N'', ''C10H18O'',154.25,2.194,0,1,1,0,2,20.23,1,11,0, ''35.00 to 40.00'', ''201.00 to 202.00'',0.069, ''null'',1,46.6,2.42,3.17,2.19,2.45,-2.79,0.248,0.002, ''Soluble'',-3.27,0.08,0, ''Soluble'',-1.91,1.92,0.01, ''Soluble'', ''High'',1,0,-4.99,0.55,1,1,0.532
794, ''1634-04-4'', ''2-methoxy-2-methylpropane'', ''CC(C)(C)OC''," ''1S/C5H12O/c1-5(2,3)6-4/h1-4H3''", ''BZLVMXJERCGZMT-UHFFFAOYSA-N'', ''C5H12O'',88.15,1.431,0,0,1,1,0,9.23,1,6,0,-109, ''55.20 '',250,3.1,1,27.27,2,0.94,1.43,1.16,-0.91,10.8,0.122, ''Very soluble'',-0.72,16.8,0.19, ''Very soluble'',-1.12,6.75,0.08, ''Soluble'', ''High'',1,0,-6.17,0.55,1,1,0.699
795, ''1639-09-4'', ''heptane-1-thiol'', ''CCCCCCCS''," ''1S/C7H16S/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3''", ''VPIAKHNXCOTPAY-UHFFFAOYSA-N'', ''C7H16S'',132.27,2.887,0,0,0,5,0,38.8,1,8,0,-43.3,175,1.467, ''null'',1,43.69,2.58,3.8,2.89,2.96,-2.72,0.25,0.002, ''Soluble'',-4.31,0.01,0, ''Moderately soluble'',-2.77,0.22,0, ''Soluble'', ''High'',1,0,-4.41,0.55,1,1,1.034
796, ''1646-26-0'', ''1-(1-benzofuran-2-yl)ethanone'', ''CC(=O)C1=CC2=CC=CC=C2O1''," ''1S/C10H8O2/c1-7(11)10-6-8-4-2-3-5-9(8)12-10/h2-6H,1H3''", ''YUTFQTAITWWGFH-UHFFFAOYSA-N'', ''C10H8O2'',160.17,2.635,0,0,2,1,2,30.21,2,12,9, ''70.00 to 72.00'', ''271.00 to 272.00'',0.007, ''null'',0.1,46.41,2.11,2.57,2.64,1.18,-2.94,0.183,0.001, ''Soluble'',-2.85,0.23,0, ''Soluble'',-3.61,0.04,0, ''Soluble'', ''High'',1,0,-5.45,0.55,1,1,0.792
797, ''1653-30-1'', ''undecan-2-ol'', ''CCCCCCCCCC(C)O''," ''1S/C11H24O/c1-3-4-5-6-7-8-9-10-11(2)12/h11-12H,3-10H2,1-2H3''", ''XMUJIPOFTAHSOK-UHFFFAOYSA-N'', ''C11H24O'',172.31,3.508,0,1,1,8,0,20.23,1,12,0, ''-11.00 to -9.00'', ''232.00 to 233.00'',0.015, ''null'',1,56.15,3.25,4.52,3.51,3.13,-3.23,0.102,0.001, ''Soluble'',-4.67,0,0, ''Moderately soluble'',-3.36,0.08,0, ''Soluble'', ''High'',1,0,-4.14,0.55,1,1,0.944
798, ''26952-21-6'', ''6-methylheptan-1-ol'', ''CC(C)CCCCCO''," ''1S/C8H18O/c1-8(2)6-4-3-5-7-9/h8-9H,3-7H2,1-2H3''", ''BWDBEAQIHAEVLV-UHFFFAOYSA-N'', ''C8H18O'',130.23,2.195,0,1,1,5,0,20.23,1,9,0, ''<212'', ''null'',1.95, ''null'',1,41.73,2.46,2.82,2.2,2.22,-2.09,1.05,0.008, ''Soluble'',-2.9,0.16,0, ''Soluble'',-2.12,1,0.01, ''Soluble'', ''High'',1,0,-5.09,0.55,1,1,1.014
799, ''1679-07-8'', ''cyclopentanethiol'', ''C1CCC(C1)S''," ''1S/C5H10S/c6-5-3-1-2-4-5/h5-6H,1-4H2''", ''WVDYBOADDMMFIY-UHFFFAOYSA-N'', ''C5H10S'',102.2,1.859,0,0,0,0,1,38.8,1,6,0, ''null'', ''130.00 to 132.00'',1,1,1,31.96,1.87,1.78,1.86,1.83,-1.6,2.6,0.025, ''Very soluble'',-2.21,0.63,0.01, ''Soluble'',-1.07,8.66,0.08, ''Soluble'', ''High'',1,0,-5.66,0.55,1,1,0.545
800, ''1708-35-6''," ''(2-hexyl-1,3-dioxolan-4-yl)methanol''", ''CCCCCCC1OCC(O1)CO''," ''1S/C10H20O3/c1-2-3-4-5-6-10-12-8-9(7-11)13-10/h9-11H,2-8H2,1H3''", ''TYRXGKKCQUIWGI-UHFFFAOYSA-N'', ''C10H20O3'',188.26,1.691,null,1,3,6,1,38.69,3,13,0, ''null'', ''271.00 to 272.00'',0.001, ''null'',1,51.4,2.61,2.13,1.69,1.05,-1.95,2.1,0.011, ''Very soluble'',-2.57,0.5,0, ''Soluble'',-1.97,2,0.01, ''Soluble'', ''High'',1,0,-5.94,0.55,1,1,0.493
801, ''1731-81-3'', ''undecyl acetate'', ''CCCCCCCCCCCOC(=O)C''," ''1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-15-13(2)14/h3-12H2,1-2H3''", ''CKQGCFFDQIFZFA-UHFFFAOYSA-N'', ''C13H26O2'',214.34,4.08,0,0,2,11,0,26.3,2,15,0, ''null'', ''259.00 to 260.00'',0.013, ''null'',0.92,65.89,3.79,5.04,4.08,3.42,-3.62,0.052,0, ''Soluble'',-5.33,0,0, ''Moderately soluble'',-4.4,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.03,0.55,1,1,0.808
802, ''1731-84-6'', ''methyl nonanoate'', ''CCCCCCCCC(=O)OC''," ''1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3''", ''IJXHLVMUNBOGRR-UHFFFAOYSA-N'', ''C10H20O2'',172.26,2.91,0,0,2,8,0,26.3,2,12,0,-35, ''213.00 to 214.00'',0.193, ''null'',0.9,51.47,3.06,4.32,2.91,2.58,-3.1,0.136,0.001, ''Soluble'',-4.59,0,0, ''Moderately soluble'',-3.17,0.12,0, ''Soluble'', ''High'',1,0,-4.28,0.55,1,1,0.745
803, ''1731-86-8'', ''methyl undecanoate'', ''CCCCCCCCCCC(=O)OC''," ''1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-12(13)14-2/h3-11H2,1-2H3''", ''XPQPWPZFBULGKT-UHFFFAOYSA-N'', ''C12H24O2'',200.32,3.69,0,0,2,10,0,26.3,2,14,0, ''null'', ''246.00 to 247.00'',0.027, ''null'',0.92,61.08,3.59,4.87,3.69,3.15,-3.49,0.065,0, ''Soluble'',-5.16,0,0, ''Moderately soluble'',-3.99,0.02,0, ''Soluble'', ''High'',1,0,-4.06,0.55,1,1,0.781
804, ''1733-25-1'', ''propan-2-yl 3-methylbut-2-enoate'', ''CC(C)OC(=O)C=C(C)C''," ''1S/C8H14O2/c1-6(2)5-8(9)10-7(3)4/h5,7H,1-4H3''", ''QQVQBUXUAZCLLZ-UHFFFAOYSA-N'', ''C8H14O2'',142.2,1.904,0,0,2,3,0,26.3,2,10,0, ''null'', ''73.00 @ 30.00 mm Hg'',1.877, ''null'',0.62,41.38,2.57,2.36,1.9,1.85,-2.01,1.39,0.01, ''Soluble'',-2.55,0.4,0, ''Soluble'',-1.23,8.35,0.06, ''Soluble'', ''High'',1,0,-5.49,0.55,1,1,0.888
805, ''1759-28-0''," ''5-ethenyl-4-methyl-1,3-thiazole''", ''CC1=C(SC=N1)C=C''," ''1S/C6H7NS/c1-3-6-5(2)7-4-8-6/h3-4H,1H2,2H3''", ''QUAMMXIRDIIGDJ-UHFFFAOYSA-N'', ''C6H7NS'',125.19,2.095,0,0,1,1,1,41.13,2,8,5,-15, ''173.00 to 174.00'',0.962,4.3,0.17,37.17,1.89,2.16,1.99,0.75,-2.37,0.53,0.004, ''Soluble'',-2.66,0.28,0, ''Soluble'',-2.08,1.03,0.01, ''Soluble'', ''High'',1,0,-5.53,0.55,1,1,0.636
806, ''1797-74-6'', ''prop-2-enyl 2-phenylacetate'', ''C=CCOC(=O)CC1=CC=CC=C1''," ''1S/C11H12O2/c1-2-8-13-11(12)9-10-6-4-3-5-7-10/h2-7H,1,8-9H2''", ''ZCDYAMJXVAUTIM-UHFFFAOYSA-N'', ''C11H12O2'',176.21,1.958,0,0,2,5,1,26.3,2,13,6, ''null'', ''239.00 to 240.00'',0.017, ''null'',0.18,51.45,2.47,2.35,1.96,2.49,-2.42,0.663,0.004, ''Soluble'',-2.54,0.51,0, ''Soluble'',-3.34,0.08,0, ''Soluble'', ''High'',1,0,-5.71,0.55,1,1,0.838
807, ''1878-18-8'', ''2-methylbutane-1-thiol'', ''CCC(C)CS''," ''1S/C5H12S/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3''", ''WGQKBCSACFQGQY-UHFFFAOYSA-N'', ''C5H12S'',104.21,1.962,0,0,0,2,0,38.8,1,6,0,-75.7, ''116.00 to 118.00'',23.239, ''null'',1,34.08,2.07,2.2,1.96,2.23,-1.74,1.9,0.018, ''Very soluble'',-2.65,0.23,0, ''Soluble'',-1.55,2.93,0.03, ''Soluble'', ''High'',1,0,-5.37,0.55,1,1,0.586
